Date,Close_price,Individual,Foreigner,Organ,Finance,Insurance,Investment,Bank,Other_finance,Pension_fund,Other_corporations,Other_foreiner,Private_fund
2013-04-25,"29,880","1,012,650","-2,853,450","1,624,300","318,700","212,500","915,000","92,700","-20,150","-13,250","186,250","30,250","207,000"
2013-04-24,"29,720","1,106,500","-2,816,500","1,307,950","704,500","127,750","450,350","111,400","1,250","-348,650","394,550","7,500","197,600"
2013-04-23,"29,660","1,043,150","-2,370,850","777,750","132,800","87,450","581,650","148,400","5,350","-348,500","566,750","-16,800","140,000"
2013-04-22,"30,060","178,250","-349,200","4,200","-39,500","241,850","-103,150","-59,200","16,250","-190,900","141,750","25,000","57,600"
2013-04-19,"29,500","3,855,800","-3,666,400","-275,100","915,000","280,650","-472,500","-471,700","22,400","-561,000","60,400","25,300","-25,250"
2013-04-18,"29,660","4,644,750","-4,722,900","-72,700","-220,600","-119,450","-118,100","-4,900","27,000","-13,100","138,250","12,600","-361,300"
2013-04-17,"30,360","492,800","-888,400","389,800","-285,150","-166,950","921,300","46,100","43,350","-253,650","-5,550","11,350","169,100"
2013-04-16,"30,560","-595,450","-209,900","828,250","-194,300","-336,500","398,300","108,900","70,250","569,300","-17,400","-5,500","132,550"
2013-04-15,"30,460","-814,950","328,850","610,200","440,700","206,500","-199,250","156,900",-700,"-123,850","-113,000","-11,100","51,150"
2013-04-12,"30,340","147,200","-1,967,900","1,727,000","92,800","227,100","507,150","73,350","1,000","575,350","84,150","9,550","-32,250"
2013-04-11,"30,800","-2,375,100","908,950","1,606,800","560,000","-33,750","157,450","166,750",-650,"448,600","-118,750","-21,900","35,500"
2013-04-10,"30,420","636,650","-196,100","-567,750","-148,100","173,350","-488,350","62,200","2,900","43,400","126,300",900,"-189,000"
2013-04-09,"30,560","-1,304,750","-121,400","1,455,300","1,366,550","220,750","-411,850","-118,450","84,400","176,550","-14,050","-15,100","34,250"
2013-04-08,"30,400","-2,360,200","-766,450","3,062,900","598,950","200,000","853,600","39,450","45,550","1,115,300","71,500","-7,750","54,750"
2013-04-05,"30,100","121,950","-3,981,600","3,783,350","477,400","-449,100","1,072,250","177,950",,"1,518,600","72,000","4,300","467,850"
2013-04-04,"30,120","-275,850","-3,052,850","3,326,650","5,500","434,300","288,050","103,400","44,450","1,528,200","-1,850","3,900","383,750"
2013-04-03,"30,420","-195,300","-2,594,600","2,700,050","226,100","361,700","425,500","130,800","14,600","1,222,450","93,050","-3,200","120,850"
2013-04-02,"30,500","-1,756,100","1,630,200","148,500","-88,900","335,400","-678,150","8,200",,"507,650","-10,300","-12,300","148,850"
2013-04-01,"30,240","115,150","-1,862,650","1,748,550","196,050","307,750","98,700","125,750",,"846,800","6,100","-7,150","58,500"
2013-03-29,"30,540","-4,362,800","2,051,250","2,400,950","-58,700","918,600","345,250","31,900","-24,050","677,050","-78,700","-10,700","342,950"
2013-03-28,"30,200","-903,950","-1,806,450","2,743,050","565,450","998,100","64,050","10,500","1,000","33,950","-46,500","13,850","205,400"
2013-03-27,"30,080","360,800","-4,969,900","4,550,450","1,421,200","323,950","701,700","215,200","-2,850","1,176,900","54,050","4,600","452,950"
2013-03-26,"30,180","-2,383,950","-664,400","2,964,650","-365,150","31,400","631,000","-23,000",,"1,892,900","102,550","-18,850","736,700"
2013-03-25,"29,900","-1,858,050","-514,300","2,293,100","640,200","159,400","744,900","64,150","1,850","331,250","89,400","-10,150","167,200"
2013-03-22,"29,100","1,599,750","-4,788,650","3,075,900","-131,150","221,850","814,750","74,950","92,900","780,250","88,750","24,250","133,200"
2013-03-21,"29,140","1,725,800","-3,557,700","1,692,150","-66,100","560,900","395,050","78,900",150,"560,950","133,750","6,000","85,600"
2013-03-20,"29,200","1,752,250","-5,147,150","3,306,250","-344,950","875,600","1,060,850","65,650","21,550","975,500","80,750","7,900","163,550"
2013-03-19,"29,500","-738,200","-1,683,000","2,232,500","265,700","813,000","1,035,500","34,950","-46,600","171,600","211,000","-22,300","30,500"
2013-03-18,"28,900","7,870,550","-13,128,100","4,943,100","1,772,050","993,500","742,350","389,100","58,350","-51,000","237,800","76,650","799,800"
2013-03-15,"29,600","8,953,750","-15,002,750","5,667,450","52,550","1,841,800","1,317,250","22,850","5,750","1,569,500","236,000","145,550","720,000"
2013-03-14,"30,400","2,411,000","-1,945,250","-595,500","-1,173,450","310,100","-681,150","39,950","49,050","625,950","120,650","9,100","37,950"
2013-03-13,"30,540","-1,102,850","1,135,500","-74,250","-667,500","141,750","-501,700","120,050","4,650","566,600","45,700","-4,100","124,650"
2013-03-12,"29,880","1,668,800","-731,150","-976,000","8,050","77,600","-1,737,850","120,600","34,100","360,250","28,000","10,350",-400
2013-03-11,"30,160","181,100","-3,834,150","3,617,700","280,650","323,350","226,650","-66,850","50,100","465,550","45,650","-10,300","397,800"
2013-03-08,"29,980","4,278,450","-4,791,750","218,550","839,750","224,050","-1,503,150","-209,000",,"627,750","261,900","32,850","41,800"
2013-03-07,"30,400","5,080,500","-2,381,950","-3,004,500","107,750","-10,500","-2,512,000","82,350",,"-301,300","247,050","58,900","-243,850"
2013-03-06,"31,200","-623,950","176,450","511,600","686,200","90,150","-467,900","-36,800","20,000","121,400","-66,250","2,150","13,850"
2013-03-05,"31,000","-1,656,050","2,889,800","-1,144,750","-281,650","128,700","-947,500",-550,,"-51,300","-97,000","8,000","-19,800"
2013-03-04,"30,780","-201,950","3,031,150","-2,862,550","-997,650","73,250","-1,155,650","-23,950","32,700","-574,800","26,100","7,250","-177,900"
2013-02-28,"30,880","-3,022,250","1,050,550","2,132,200","2,318,600","3,600","-123,700","378,250",,"-579,100","-135,400","-25,100","92,600"
2013-02-27,"30,540","-590,750","857,850","-279,400","323,550","-179,000","-85,750","79,000",,"-165,800","13,550","-1,250","-255,900"
2013-02-26,"30,540","-376,250","45,750","327,650","1,229,350","-67,700","-916,600","16,100",,"136,800","-2,300","5,150","-61,600"
2013-02-25,"30,600","-694,950","1,443,650","-737,250","91,650","326,700","-1,234,050","-7,350","-20,700","-103,950","-9,850","-1,600","147,900"
2013-02-22,"30,600","722,850","-3,166,950","2,440,400","2,238,800","787,900","-779,300","135,450","-27,800","-142,400",800,"2,900","52,950"
2013-02-21,"31,000","-2,490,650","4,508,550","-1,967,500","57,950","-176,050","-1,589,450","-68,300",,"72,850","-7,150","-43,250","-302,000"
2013-02-20,"30,900","-7,106,600","4,702,050","2,762,850","964,450","870,500","-489,200","60,500","6,700","1,023,700","-286,450","-71,850","67,050"
2013-02-19,"29,840","-204,250","323,200","-139,200","369,550","-120,100","-90,250","-22,050",,"-178,550","18,250","2,000","-129,650"
2013-02-18,"29,800","131,950","-638,500","321,650","358,300","-244,600","-112,450","-20,550","-5,000","191,700","163,600","21,300","120,450"
2013-02-15,"29,960","-2,010,250","1,381,150","524,250","255,200","-381,550","-51,000","-54,300","8,000","682,750","110,650","-5,800","-16,450"
2013-02-14,"29,800","-588,850","121,600","-103,350","189,800","-408,700","-240,600","-37,050","30,000","398,600","536,900","33,700","-62,950"
2013-02-13,"29,740","-2,061,750","807,000","1,298,200","1,007,350","185,800","247,950","-30,350","-2,200","-118,650","-27,650","-15,800","39,000"
2013-02-12,"29,360","-1,049,950","2,585,150","-1,529,750","-514,450","-658,250","-555,600","-223,750","-2,900","255,300","-20,300","14,850","94,650"
2013-02-08,"29,240","-3,272,750","2,570,850","800,150","-305,200","-474,000","333,800","-135,950","1,700","1,321,800","-65,900","-32,350","-36,050"
2013-02-07,"28,400","714,000","-53,600","-672,100","-350,150","-75,650","-156,900","-185,050",,"20,800","-6,350","18,050","120,700"
2013-02-06,"28,540","965,800","-909,850","-61,900","-228,250","-111,400","117,450","32,650",,"167,600","-7,600","13,550","-65,200"
2013-02-05,"28,700","-544,200","2,486,750","-1,954,650","-614,650","-1,120,750","-366,850","-2,800",250,"420,550","11,350",750,"-229,950"
2013-02-04,"28,740","745,050","1,165,650","-1,927,350","-575,750","-35,650","-938,700","42,250","25,050","-225,650","16,200",450,"-134,350"
2013-02-01,"28,820","-468,550","841,600","-484,700","-622,950","312,600","-590,700","78,950","-2,350","619,100","113,700","-2,050","-93,250"
2013-01-31,"28,960","-1,707,400","2,050,350","-256,100","-413,250","-251,700","-468,250","23,750","3,100","1,314,750","-60,350","-26,500","-421,700"
2013-01-30,"28,800","-2,652,400","3,794,550","-860,850","-828,000","109,800","-630,650","-111,850","-12,900","833,200","-268,900","-12,400","-10,600"
2013-01-29,"28,180","-1,915,550","-263,100","2,053,350","-850,100","1,160,800","1,176,400","-59,450","23,800","235,650","62,800","62,500","45,200"
2013-01-28,"27,440","6,774,450","-11,656,500","4,474,700","2,195,450","215,350","994,700","344,700","33,000","407,400","343,050","64,300","200,000"
2013-01-25,"28,340","5,469,950","-5,306,450","-642,350","-37,600","-76,350","295,300","-462,950","11,500","-110,250","432,950","45,900","-89,450"
2013-01-24,"29,060","3,932,450","-3,850,950","-171,950","1,207,900","-92,400","-79,500","120,650","22,350","-1,404,800","36,300","54,150","39,850"
2013-01-23,"29,460","151,400","1,546,600","-1,690,150","-402,100","-270,300","-813,250","-170,950","-63,050","281,000","19,150","-27,000","-238,350"
2013-01-22,"29,600","-1,219,150","-998,950","2,163,300","942,100","259,650","233,100","-5,850","18,200","388,000","61,100","-6,300","128,100"
2013-01-21,"29,080","2,604,200","-2,980,650","310,550","611,650","217,650","-1,459,300","167,600","-93,350","697,400","47,500","18,400","10,000"
2013-01-18,"29,600","454,650","1,030,300","-1,579,500","-136,200","-169,050","-27,850","-154,600","3,700","-965,350","94,850",-300,"-134,250"
2013-01-17,"29,380","3,572,650","-3,263,050","-61,900","746,550","48,150","-531,200","-14,550","41,400","-77,150","-268,700","21,000","-111,400"
2013-01-16,"29,840","4,016,950","-1,796,900","-2,323,200","-514,100","-164,000","-249,750","-6,200","-7,000","-1,339,650","47,250","55,900","-93,100"
2013-01-15,"30,240","2,549,800","-1,774,350","-897,450","27,000","189,400","-472,650","-67,050",50,"-437,150","86,000","36,000",950
2013-01-14,"31,040","-1,701,250","1,339,550","426,750","457,350","-82,050","-279,500","-60,250","1,050","290,500","-49,650","-15,400","18,250"
2013-01-11,"30,660","336,850","1,850,000","-2,221,900","-1,763,450","-489,850","140,200","-178,100","2,800","50,000","22,100","12,950","52,000"
2013-01-10,"30,600","-1,430,800","1,736,100","-206,300","-1,580,750","1,026,450","-117,450","24,300",,"475,900","-13,750","-85,250","-15,200"
2013-01-09,"30,000","2,180,100","-1,073,500","-1,269,950","-627,200","160,150","-353,800","31,900","-6,800","-3,500","83,150","80,200","-455,250"
2013-01-08,"30,000","3,475,600","-2,723,900","-453,700","276,400","-248,350","-90,950","44,750","-24,200","-152,800","-346,650","48,650","-172,150"
2013-01-07,"30,400","2,174,000","-2,305,200","139,650","760,300","-107,050","-49,900","-20,250","-14,050","-285,400","-19,350","10,900","-39,550"
2013-01-04,"30,500","2,463,850","-2,141,650","-513,600","1,100,950","-311,450","-719,600","96,050","-17,650","-214,650","174,700","16,700","-300,500"
2013-01-03,"30,860","1,420,100","17,050","-1,421,000","581,100","-61,000","-1,680,850","222,400","-6,100","35,950","-10,100","-6,050","-579,950"
2013-01-02,"31,520","-2,322,950","3,574,700","-1,336,750","-411,850","-42,250","-782,000","129,850","-34,150","-874,850","85,250",-250,"590,350"
2012-12-28,"30,440","-1,045,900","1,153,750","4,050","-677,300","-12,050","265,050","76,000","47,600","67,500","-120,400","8,500","121,950"
2012-12-27,"29,920","1,166,850","-1,566,350","416,850","33,600","160,600","-371,100","-5,200","9,500","568,650","-9,450","-7,900","48,050"
2012-12-26,"29,400","-3,583,100","1,775,400","1,708,200","1,668,500","856,950","-737,750","-80,550","-72,400","-69,200","160,650","-61,150","36,550"
2012-12-24,"29,480","-3,526,100","2,837,450","742,700","231,550","691,250","-864,200","-269,250","-5,500","908,600","-44,700","-9,350","127,650"
2012-12-21,"28,840","4,185,200","-3,842,400","-332,400","1,359,450","1,125,500","-3,083,650","47,750","-142,850","-391,600","-101,450","91,050","-335,700"
2012-12-20,"30,060","887,800","-1,478,100","783,150","879,550","-261,450","-480,350","-115,250","-5,800","993,850","-208,800","15,950","-277,250"
2012-12-18,"30,300","-102,900","1,288,400","-1,132,800","638,300","-234,400","-1,167,350","-60,250","26,100","-400,150","-70,450","17,750","152,000"
2012-12-17,"30,060","619,150","-59,750","-432,300","997,450","-180,400","-208,450","-133,950","-85,500","-627,050","-138,450","11,350","146,700"
2012-12-14,"30,300","885,700","-1,854,100","961,800","839,800","-143,350","-397,200","-58,300","-39,050","-29,950","-1,750","8,350","104,200"
2012-12-13,"30,660","-5,088,250","6,673,200","-1,188,850","-527,050","1,280,600","-176,850","-216,500","11,100","-39,350","-382,750","-13,350","79,400"
2012-12-12,"29,800","-628,600","-2,900","664,000","-165,150","-623,050","12,000","-158,550","46,600","78,750","-33,250",750,"-136,550"
2012-12-11,"29,520","996,450","-505,050","-453,000","-409,400","132,050","-580,450","-68,700","-17,400","282,600","-19,950","-18,450","-27,550"
2012-12-10,"29,820","-214,850","3,073,500","-2,814,700","-440,100","-183,450","-1,085,750","-133,650","-17,550","16,350","-39,300","-4,650","-97,000"
2012-12-07,"29,600","-2,422,650","4,026,050","-1,351,100","-166,650","-150,900","-1,114,900","-101,250","-10,400","-149,600","-244,000","-8,300","-53,000"
2012-12-06,"29,080","-137,650","1,505,750","-1,506,850","162,450","-678,000","-609,850","21,750","-22,250","312,100","132,400","6,350","-79,650"
2012-12-05,"29,100","-1,827,850","2,665,400","-534,650","-360,100","-230,950","-574,750","23,900","-1,750","738,000","-244,700","-58,200","-154,250"
2012-12-04,"28,600","-4,950","1,555,300","-1,559,400","-264,650","-106,950","-820,150","-8,500","5,650","236,100","7,250","1,800","88,700"
2012-12-03,"28,600","-436,700","2,146,450","-1,652,050","-484,350","157,050","-888,600","-70,550","36,650","853,800","-42,150","-15,550","17,700"
2012-11-30,"28,120","963,950","-1,854,200","941,050","176,100","572,550","-244,900","1,400",,"225,500","-53,150","2,350","29,600"
2012-11-29,"28,280","924,200","-2,402,250","1,516,450","185,200","132,750","510,000","555,050","-65,900","-434,000","-44,500","6,100","32,950"
2012-11-28,"28,260","756,400","-2,529,750","1,733,200","431,400","123,350","-484,800","55,600","19,800","1,087,200","36,150","4,000","395,050"
2012-11-27,"28,320","-633,850","-1,767,450","2,341,700","-283,800","135,100","407,150","-57,600","10,050","443,050","62,950","-3,350",-750
2012-11-26,"28,080","1,356,550","-1,918,000","585,350","61,750","-1,628,550","185,500","55,700","-22,850","1,032,100","-26,050","2,150","138,200"
2012-11-23,"28,740","-2,235,500","3,251,350","-991,650","-296,150","-189,300","61,850",,"12,050","-221,950","-17,200","-7,000","-61,550"
2012-11-22,"28,340","-4,394,900","-233,150","4,664,300","155,850","-140,200","569,650","45,950","16,050","2,453,150","10,650","-46,900","175,850"
2012-11-21,"27,680","-4,137,650","3,320,200","860,150","239,650","-155,600","27,600","-165,350","55,000","449,900","19,550","-62,250","174,200"
2012-11-20,"27,280","-4,724,450","3,167,000","1,668,650","282,950","52,250","728,950","12,550","15,150","387,150","-82,950","-28,250","210,100"
2012-11-19,"26,640","-1,062,750","-1,263,750","2,288,450","-264,300","86,400","836,250","27,000","12,500","260,250","41,550","-3,500","52,150"
2012-11-16,"26,140","2,528,350","-4,054,850","1,424,300","-127,350","155,550","1,259,200","35,200","-3,750","660,550","86,900","15,300","59,550"
2012-11-15,"26,620","843,850","-2,658,850","1,714,050","296,950","490,300","401,700","82,700","-116,450","295,700","113,550","-12,600","40,950"
2012-11-14,"27,100","-1,657,400","114,550","1,439,750","-816,150","-126,000","244,500","-7,350","42,850","527,700","107,650","-4,550","-3,350"
2012-11-13,"26,980","-330,950","-104,050","399,650","4,200","-93,500","-369,700","-76,350","14,050","984,300","21,850","13,500","-63,950"
2012-11-12,"26,900","-337,750","-2,445,450","2,744,250","93,450","7,100","362,850","127,150","64,050","1,236,850","40,100","-1,150",600
2012-11-09,"26,820","678,450","-1,479,700","625,650","42,300","-26,750","231,550","96,400","66,750","561,800","182,200","-6,600","-34,250"
2012-11-08,"27,000","-462,150","1,733,650","-1,388,750","-135,250","102,350","-314,900","51,750","248,300","588,050","119,550","-2,300","-100,000"
2012-11-07,"27,240","-1,514,350","1,544,600","-124,750","33,950","-325,900","527,150","-27,200","9,450","616,050","92,500","2,000","98,900"
2012-11-06,"26,980","-436,750","-1,085,400","1,460,500","319,200","74,600","200,400","49,800","4,250","627,800","84,150","-22,500","62,850"
2012-11-05,"26,820","-2,964,850","-104,100","3,149,800","122,500","525,600","879,150","103,850","43,150","1,608,950","-19,850","-61,000","252,800"
2012-11-02,"26,540","-4,023,200","-1,225,250","5,486,150","805,200","845,900","1,835,750","49,900","4,750","1,956,750","-201,550","-36,150","108,400"
2012-11-01,"25,940","777,600","-550,350","-287,200","478,400","-123,850","304,700","-11,950","3,000","262,050","57,600","2,350","132,700"
